Date,AAPL,AMZN,BA,CSCO,DIS,GOOGL,HD,ITUB4.SA,JPM,MA,META,MSFT,NKE,NVDA,ORCL,PETR3.SA,PFE,TSLA,UNP,VALE3.SA,XOM
2020-01-03,-0.009722134108206215,-0.012139034655920922,-0.001680016725565392,-0.01631550376030555,-0.011470954065335048,-0.005231332336793293,-0.0033236226098941613,-0.010517531256686974,-0.013196956809891747,-0.00975610612762512,-0.0052912008121313026,-0.01245141370470293,-0.0027394292386357932,-0.016005757519566566,-0.0035217670229027442,-0.02469541036234224,-0.005365162810935575,0.02963325829792085,-0.0070773274874725844,-0.0073624785498126455,-0.008039487765259978
2020-01-06,0.007968261848419367,0.01488557393050649,0.002944999944185067,0.003569058849868023,-0.005802084362327653,0.026654070070196934,0.004704861946162708,-0.01488198254252382,-0.0007948989025914344,0.0026628059371027746,0.01883361557365748,0.0025846951638568427,-0.0008831242799224315,0.004193280448780312,0.005208399455168822,0.03251032530223297,-0.0012843552429597782,0.01925463704513497,-0.008564644580764669,-0.005933384930521535,0.0076781018266502965
2020-01-07,-0.004702908639916514,0.0020916204156393725,0.010607092373679627,-0.006485289276426998,0.00034327224931596234,-0.0019314821745534116,-0.0065467918680347514,-0.02319919581590446,-0.01700059959288147,-0.0033862302182914306,0.002163634457108543,-0.009117768726595865,-0.0004910231741778182,0.012106672103922245,0.0022204532311380643,-0.0136237699690277,-0.0033435549545640653,0.03880052465815398,-0.007579804018827185,0.007274719310458755,-0.008184024390808453
2020-01-08,0.016086203072072536,-0.007808640261289357,-0.01752258018477737,0.0006316308523650616,-0.002059032276995998,0.0071176624735072025,0.01496435956524711,-0.01629455081228437,0.007800857971359099,0.0176447153965682,0.010138027535465,0.01592848091558774,-0.0022597056315930564,0.0018756195794282782,0.0038945872047289054,-0.01626770557567525,0.007999801547461605,0.04920482578812169,0.010951176405222807,0.00018507204918249975,-0.015080346347805973
2020-01-09,0.021240802801146375,0.0047991747864684076,0.014998364848977763,-0.004208645606864514,-0.003920201481623087,0.010497939866260575,0.015329763344380298,-0.019932092543019198,0.003651219325809585,0.013110312886692066,0.014310941084848539,0.012492532475959939,-0.0006892803291064231,0.010982732133969941,0.004618653331116107,0.0056160523405839324,-0.004352211940699124,-0.021945011900097344,-0.00511063947260737,-0.013145767189236435,0.007655622614436863
2020-01-10,0.0022609589841688926,-0.009410596802031268,-0.01908779879963529,-0.004015195037945785,-0.0014499912820004068,0.0064585860020192065,-0.004307187712162985,-0.008880285119664766,-0.00996794959705627,0.00669674636592088,-0.0010995175444771244,-0.004626738391065088,-0.0057153229171709174,0.005349165832414959,0.0012871389452941973,-0.0040333056949298784,0.015427863815664189,-0.006627297633174267,-0.006476758003162497,0.0011257908262714,-0.008887653778611782
2020-01-13,0.021364087205591575,0.004322578245699482,0.0009092873297715798,0.01782308363528462,-0.005116740395185171,0.007746983953670128,-0.00392482984080289,0.013295165454248137,0.008304703411584402,0.01298332393853907,0.017655749865389092,0.012024214607116557,0.01248736924111693,0.031352659454767506,0.002387618034338068,-0.0003114646780336683,-0.002025455362641093,0.09768895885093332,0.011014631223887239,0.03635683580311988,0.009545902052874311
2020-01-14,-0.013503316976618884,-0.011558211718052602,0.006450242408184703,-0.0037523209961608517,0.009174256030686445,-0.0065554005865687826,-0.0023731007489136147,0.0,0.011661809060181216,-0.014498222178443099,-0.012843073959211138,-0.007043003371436818,0.00743945941087798,-0.01865238129727631,0.005496492462206071,-0.008102229179635989,0.016746938586303717,0.024882822120200876,0.005002930419542473,0.006148260220838475,-0.008596075605766251
2020-01-15,-0.004285536004244528,-0.003969126548924895,-0.007672616553080935,0.004603464126743173,-0.006060569471104671,0.006018375902459683,0.007988863221735087,-0.012264837948466889,-0.014985529934209652,0.01162115617289472,0.009540810539632627,0.006476069045336708,-0.0012631080958518393,-0.006915255917441021,-0.0021866978095952394,-0.02230622919064773,0.014973964787747152,-0.03610201351305786,0.0,-0.0032352271619968676,-0.0015896042659342413
2020-01-16,0.012526749651139868,0.00854991102959346,0.006670688521953183,0.02166208472420661,0.005543184205430984,0.007615444650200809,0.01883446724430704,0.0020211250300452566,0.003876591951095243,0.019252035914849586,0.0028035273461279875,0.018323520292047757,0.0056425625629947795,0.013682184096103445,0.012235133609650228,0.003213436056078489,-0.0014755283988870938,-0.009662477636014799,0.01714606487217951,-0.005228885403319894,-0.003907897776488034
